gene	condition	timepoint	log2FC	mean_control	mean_treated	t_stat	p_value	p_adj	regulation	neg_log10_padj
PROT0140	Drug_EC50	4h	2.4455127716064453	21.134714762369793	23.580227533976238	1.1495279508360534	0.3253442151658016	0.7856292926745794	NS	0.10478233198057745
PROT0141	Drug_EC50	4h	-0.005201975504558476	25.139429728190105	25.134227752685547	-0.02745786777261307	0.9803692885597599	0.9994847525761928	NS	0.00022382678101352953
PROT0142	Drug_EC50	4h	0.4793656667073556	24.920590082804363	25.39995574951172	0.138846228918087	0.8963721249183039	0.9994847525761928	NS	0.00022382678101352953
PROT0143	Drug_EC50	4h	0.4535191853841134	24.54730224609375	25.000821431477863	3.3482436344690587	0.07794952645907238	0.7856292926745794	NS	0.10478233198057745
PROT0144	Drug_EC50	4h	2.2186800638834647	24.147857666015625	26.36653772989909	0.9540812114213938	0.44052895079952153	0.7856292926745794	NS	0.10478233198057745
PROT0145	Drug_EC50	4h	0.18264071146647254	22.117464065551758	22.30010477701823	0.10747542355985831	0.9201324406547163	0.9994847525761928	NS	0.00022382678101352953
PROT0146	Drug_EC50	4h	-2.7872314453125	26.858070373535156	24.070838928222656	-0.9729756028292229	0.4323436921586843	0.7856292926745794	NS	0.10478233198057745
PROT0147	Drug_EC50	4h	-2.2954508463541643	25.955602010091145	23.66015116373698	-0.8468367957074902	0.48617997396591045	0.7856292926745794	NS	0.10478233198057745
PROT0148	Drug_EC50	4h	5.133542378743492	22.472867329915363	27.606409708658855	1.8521741791780122	0.2044517250050162	0.7856292926745794	NS	0.10478233198057745
PROT0149	Drug_EC50	4h	-0.2785466512044259	27.265721638997395	26.98717498779297	-1.1508487025203635	0.35974141454543107	0.7856292926745794	NS	0.10478233198057745
PROT0150	Drug_EC50	4h	0.17109553019205848	26.76014455159505	26.93124008178711	0.5441471085238553	0.6157944121185218	0.8438824851132596	NS	0.07371802685799732
PROT0151	Drug_EC50	4h	1.5713564554850237	23.110872904459637	24.68222935994466	0.8141350697903419	0.49942058377563553	0.7867988716433801	NS	0.10413627157858422
PROT0152	Drug_EC50	4h	-0.18952306111653527	25.812310536702473	25.622787475585938	-1.2839318783444615	0.31030165286301176	0.7856292926745794	NS	0.10478233198057745
PROT0153	Drug_EC50	4h	0.09413846333821496	25.242944717407227	25.33708318074544	0.02317649389560779	0.9826263699287279	0.9994847525761928	NS	0.00022382678101352953
PROT0154	Drug_EC50	4h	-1.5203463236490862	23.15841801961263	21.638071695963543	-0.9989925652537377	0.42285455660782256	0.7856292926745794	NS	0.10478233198057745
PROT0155	Drug_EC50	4h	0.3307126363118513	22.972237904866535	23.302950541178387	1.477604370760755	0.2334727746839668	0.7856292926745794	NS	0.10478233198057745
PROT0156	Drug_EC50	4h	-0.24990208943684777	23.687846501668293	23.437944412231445	-0.08258811316403608	0.9382983896050466	0.9994847525761928	NS	0.00022382678101352953
PROT0157	Drug_EC50	4h	-0.1711680094401018	26.27064259847005	26.09947458902995	-0.7240499683449405	0.5282907181429034	0.7964715578836137	NS	0.09882972830572227
PROT0158	Drug_EC50	4h	-1.0471076965332031	22.474032084147137	21.426924387613933	-0.8914089412547	0.4631995937978887	0.7856292926745794	NS	0.10478233198057745
PROT0159	Drug_EC50	4h	-0.2190882364908866	24.87066141764323	24.651573181152344	-1.226485502821776	0.30216040099447344	0.7856292926745794	NS	0.10478233198057745
PROT0160	Drug_EC50	4h	-0.0410359700520857	24.729571024576824	24.68853505452474	-0.24536865815911127	0.8182838925885506	0.9793702787602119	NS	0.00905307978103462
PROT0161	Drug_EC50	4h	0.3358065287272147	18.35202153523763	18.687828063964844	0.9106876454803469	0.42143887228972116	0.7856292926745794	NS	0.10478233198057745
PROT0162	Drug_EC50	4h	0.9193159739176444	22.41949971516927	23.338815689086914	0.4186643204595551	0.6994512810062834	0.9033920322974276	NS	0.044123744131631726
PROT0163	Drug_EC50	4h	0.8780059814453125	22.34381866455078	23.221824645996094	0.29709743881114054	0.7840502779323247	0.960748763187269	NS	0.01739016594900524
PROT0164	Drug_EC50	4h	3.9422022501627616	20.565038045247395	24.507240295410156	2.0866625914360353	0.1705407716499082	0.7856292926745794	NS	0.10478233198057745
PROT0165	Drug_EC50	4h	0.06436284383137902	29.245646158854168	29.310009002685547	0.20143786990465062	0.8531368555865906	0.9910172083693538	NS	0.003918804207997826
PROT0166	Drug_EC50	4h	0.4696763356526681	20.911320368448894	21.380996704101562	0.8371853917844707	0.46307771976182605	0.7856292926745794	NS	0.10478233198057745
PROT0167	Drug_EC50	4h	-0.13552220662435133	22.441527048746746	22.306004842122395	-0.9154093360175227	0.41953950501251397	0.7856292926745794	NS	0.10478233198057745
PROT0168	Drug_EC50	4h	0.06471761067708215	17.076515197753906	17.14123280843099	0.23847425287757887	0.8247859587187084	0.9801378000222323	NS	0.008712861468597047
PROT0169	Drug_EC50	4h	0.12303288777669508	23.45529301961263	23.578325907389324	0.7347496991751908	0.5034604823920893	0.7873492178614073	NS	0.10383259959631355
PROT0170	Drug_EC50	4h	0.7474473317464216	22.90380795796712	23.651255289713543	0.7493281604449008	0.5294544681031321	0.7964715578836137	NS	0.09882972830572227
PROT0171	Drug_EC50	4h	1.131573994954426	21.34179178873698	22.473365783691406	0.667527202600177	0.5411236572484653	0.803135444620849	NS	0.09521120703629396
PROT0172	Drug_EC50	4h	-3.030536651611328	28.687034606933594	25.656497955322266	-1.3188515449879006	0.31780037342372325	0.7856292926745794	NS	0.10478233198057745
PROT0173	Drug_EC50	4h	-0.07387542724609375	27.614538828531902	27.54066340128581	-0.23745184854195261	0.829416433437877	0.982429888584989	NS	0.00769843340763295
PROT0174	Drug_EC50	4h	-0.1856129964192732	25.397329966227215	25.21171696980794	-0.9990806442466159	0.3876040036390399	0.7856292926745794	NS	0.10478233198057745
PROT0175	Drug_EC50	4h	1.6872603098551444	22.33808708190918	24.025347391764324	1.2158400300600698	0.3416147998937618	0.7856292926745794	NS	0.10478233198057745
PROT0176	Drug_EC50	4h	2.8257293701171875	25.62838872273763	28.454118092854817	1.0653740057031826	0.3978763059018598	0.7856292926745794	NS	0.10478233198057745
PROT0177	Drug_EC50	4h	1.4871203104654924	23.424002329508465	24.911122639973957	0.9783742647726495	0.43096607563371847	0.7856292926745794	NS	0.10478233198057745
PROT0178	Drug_EC50	4h	-0.684592564900715	22.402278900146484	21.71768633524577	-0.6685855813544447	0.5687261805567269	0.8171353168918489	NS	0.08770601872675658
PROT0179	Drug_EC50	4h	-0.39060147603352746	20.10088857014974	19.71028709411621	-1.5727398576770562	0.20903136610452402	0.7856292926745794	NS	0.10478233198057745
PROT0180	Drug_EC50	4h	1.0137068430582659	21.339577356974285	22.35328420003255	0.37684637137428517	0.7281373678077514	0.9218427776903793	NS	0.03534314250807128
PROT0181	Drug_EC50	4h	-2.8087406158447266	27.247955322265625	24.4392147064209	-0.9995181478174966	0.422738969866647	0.7856292926745794	NS	0.10478233198057745
PROT0182	Drug_EC50	4h	-0.3376661936442069	28.04510561625163	27.707439422607422	-0.05791137838187442	0.9566402626715085	0.9994847525761928	NS	0.00022382678101352953
PROT0183	Drug_EC50	4h	3.878438949584961	21.209367752075195	25.087806701660156	1.9084582160737407	0.19636292936174882	0.7856292926745794	NS	0.10478233198057745
PROT0184	Drug_EC50	4h	0.24846267700195312	22.45886739095052	22.707330067952473	1.1994073125365092	0.3016267874575673	0.7856292926745794	NS	0.10478233198057745
PROT0185	Drug_EC50	4h	-0.2627398173014335	21.481590270996094	21.21885045369466	-0.691722992682947	0.5590768024521292	0.8109895333232523	NS	0.09098475078180115
PROT0186	Drug_EC50	4h	-1.8266550699869768	26.520745595296223	24.694090525309246	-0.8505541097470354	0.4841028880942367	0.7856292926745794	NS	0.10478233198057745
PROT0187	Drug_EC50	4h	0.541313807169594	19.201592127482098	19.74290593465169	0.8258857594906797	0.4916936587081484	0.7856292926745794	NS	0.10478233198057745
PROT0188	Drug_EC50	4h	-2.4989452362060547	26.812394460042317	24.313449223836262	-1.0136193819881658	0.41743367922108093	0.7856292926745794	NS	0.10478233198057745
PROT0189	Drug_EC50	4h	2.3663082122802734	25.363640467325848	27.72994867960612	1.0730162203424989	0.3952256610428433	0.7856292926745794	NS	0.10478233198057745
PROT0190	Drug_EC50	4h	-1.725576400756836	26.39250946044922	24.666933059692383	-0.8335786539245725	0.4913261253476992	0.7856292926745794	NS	0.10478233198057745
PROT0191	Drug_EC50	4h	-0.4600130716959647	23.133461634318035	22.67344856262207	-0.21088414400190406	0.8434675966029364	0.987378676631242	NS	0.005516256011952895
PROT0192	Drug_EC50	4h	0.09546915690104285	26.693227132161457	26.7886962890625	0.5178178128138191	0.6379391270599509	0.8588880875933368	NS	0.06606342069378016
PROT0193	Drug_EC50	4h	1.8001333872477225	23.537065505981445	25.337198893229168	0.8201432359009472	0.4973043617130989	0.7862012946521167	NS	0.10446624535463817
PROT0194	Drug_EC50	4h	-1.0632953643798828	22.636720021565754	21.57342465718587	-1.0119690787780191	0.41742444744976004	0.7856292926745794	NS	0.10478233198057745
PROT0195	Drug_EC50	4h	3.6068929036458357	26.830582936604817	30.437475840250652	0.9901864810042299	0.4264321004305763	0.7856292926745794	NS	0.10478233198057745
PROT0196	Drug_EC50	4h	0.14374542236328125	22.492220560709637	22.635965983072918	0.06631575913748974	0.9503179066739528	0.9994847525761928	NS	0.00022382678101352953
PROT0197	Drug_EC50	4h	5.308124542236328	22.031784057617188	27.339908599853516	1.9179279770525706	0.19444895750942318	0.7856292926745794	NS	0.10478233198057745
PROT0198	Drug_EC50	4h	0.5522950490315743	17.532428741455078	18.084723790486652	1.3256499371077959	0.2819417672799549	0.7856292926745794	NS	0.10478233198057745
PROT0199	Drug_EC50	4h	0.0965143839518241	28.876466115315754	28.972980499267578	0.500618802116217	0.6464237434246349	0.8647809276583746	NS	0.06309389711217349
PROT0200	Drug_EC50	4h	-0.4148419698079415	26.449920654296875	26.035078684488933	-0.09086504893667932	0.9319928219630214	0.9994847525761928	NS	0.00022382678101352953
PROT0201	Drug_EC50	4h	-3.403207778930664	25.079312642415363	21.6761048634847	-2.0777623823310973	0.17292440448363045	0.7856292926745794	NS	0.10478233198057745
PROT0202	Drug_EC50	4h	2.966404596964516	23.560898462931316	26.527303059895832	1.0455598583156938	0.40484987121970806	0.7856292926745794	NS	0.10478233198057745
PROT0203	Drug_EC50	4h	-2.7824026743570975	26.75719706217448	23.974794387817383	-1.112763400680837	0.3805574051630329	0.7856292926745794	NS	0.10478233198057745
PROT0204	Drug_EC50	4h	-1.312978744506836	21.849109013875324	20.53613026936849	-0.7150510781540703	0.5141107089641817	0.7906010757468126	NS	0.10204259906136745
PROT0205	Drug_EC50	4h	0.023100535074870976	26.800397237141926	26.823497772216797	0.06334503838220744	0.9539159558037189	0.9994847525761928	NS	0.00022382678101352953
PROT0206	Drug_EC50	4h	-0.3912569681803397	22.788745880126953	22.397488911946613	-1.557826447125287	0.20013427804315245	0.7856292926745794	NS	0.10478233198057745
PROT0207	Drug_EC50	4h	-1.4037132263183594	23.021526336669922	21.617813110351562	-0.8921765151341003	0.4654944415881675	0.7856292926745794	NS	0.10478233198057745
PROT0208	Drug_EC50	4h	-3.3813629150390625	25.946217219034832	22.56485430399577	-0.8575406329148465	0.44090035273424855	0.7856292926745794	NS	0.10478233198057745
PROT0209	Drug_EC50	4h	-3.0359700520833357	28.03726069132487	25.001290639241535	-1.1555510670163516	0.3671669919372601	0.7856292926745794	NS	0.10478233198057745
PROT0210	Drug_EC50	4h	2.28203519185384	20.547964096069336	22.829999287923176	1.6259864803950614	0.24384750402680902	0.7856292926745794	NS	0.10478233198057745
PROT0211	Drug_EC50	4h	-0.16684341430664062	22.82718785603841	22.66034444173177	-0.9209700944928219	0.4136865343750987	0.7856292926745794	NS	0.10478233198057745
PROT0212	Drug_EC50	4h	-1.0925992329915353	23.069889068603516	21.97728983561198	-1.0273403747830732	0.40950434803645736	0.7856292926745794	NS	0.10478233198057745
PROT0213	Drug_EC50	4h	0.10881551106770715	27.08644739786784	27.195262908935547	0.3213661079797564	0.7649486704840713	0.9481855227568284	NS	0.023106679933347123
PROT0214	Drug_EC50	4h	1.6126810709635393	20.731733957926433	22.344415028889973	1.2815892904621842	0.32749807758692495	0.7856292926745794	NS	0.10478233198057745
PROT0215	Drug_EC50	4h	2.0309206644693987	23.809118906656902	25.8400395711263	0.9470753871823414	0.4432428426437152	0.7856292926745794	NS	0.10478233198057745
PROT0216	Drug_EC50	4h	-0.11373265584310133	27.33116404215495	27.217431386311848	-0.47496578925098515	0.677492992446571	0.886351872656751	NS	0.052393833399769
PROT0217	Drug_EC50	4h	-0.18072891235351562	24.93773142496745	24.757002512613933	-1.103044242657247	0.3560336060613976	0.7856292926745794	NS	0.10478233198057745
PROT0218	Drug_EC50	4h	0.6496645609537772	24.909993489583332	25.55965805053711	0.15483565094635424	0.8854634689036852	0.9989851370502707	NS	0.00044097318049430743
PROT0219	Drug_EC50	4h	-0.1002833048502616	24.232776641845703	24.13249333699544	-0.8463120048507691	0.4454755738072543	0.7856292926745794	NS	0.10478233198057745
PROT0220	Drug_EC50	4h	0.2552553812662737	24.2238032023112	24.479058583577473	0.8656895606300675	0.4774371949801036	0.7856292926745794	NS	0.10478233198057745
PROT0221	Drug_EC50	4h	0.9844233194986991	21.07713445027669	22.06155776977539	0.7848994350067868	0.5081781389105333	0.7896199239959011	NS	0.10258190191350838
PROT0222	Drug_EC50	4h	2.2953020731608085	25.74408467610677	28.039386749267578	0.9512374959507003	0.4418032318083931	0.7856292926745794	NS	0.10478233198057745
PROT0223	Drug_EC50	4h	-0.4036426544189453	21.98326301574707	21.579620361328125	-0.3427571395379912	0.7503393055696208	0.9364609117873582	NS	0.028510345517084156
PROT0224	Drug_EC50	4h	-1.9234301249186174	26.216283162434895	24.292853037516277	-1.132610503604135	0.37236824757078124	0.7856292926745794	NS	0.10478233198057745
PROT0225	Drug_EC50	4h	-1.8081817626953125	24.812230428059895	23.004048665364582	-1.0998571056823405	0.3851171487717205	0.7856292926745794	NS	0.10478233198057745
PROT0226	Drug_EC50	4h	-1.2171872456868478	21.975247701009113	20.758060455322266	-1.1971772517007542	0.3514793394423518	0.7856292926745794	NS	0.10478233198057745
PROT0227	Drug_EC50	4h	-0.850616455078125	22.394474665323894	21.54385821024577	-0.5138562939361849	0.6391810519731941	0.859626428280701	NS	0.06569024106328532
PROT0228	Drug_EC50	4h	2.612841288248699	22.826152801513672	25.43899408976237	0.5420228585419599	0.6172504948559294	0.8444569255492218	NS	0.07342249822249704
PROT0229	Drug_EC50	4h	0.05366007486979285	25.48074467976888	25.534404754638672	0.2812401742053168	0.796888356614269	0.9688612238471356	NS	0.013738425254301865
PROT0230	Drug_EC50	4h	-0.5508906046549455	20.982411702473957	20.43152109781901	-0.5062408944768597	0.6415553876500908	0.8608592923852275	NS	0.0650678282611962
PROT0231	Drug_EC50	4h	-2.011371612548828	25.884904225667317	23.87353261311849	-0.8609011478689559	0.4784606703794061	0.7856292926745794	NS	0.10478233198057745
PROT0232	Drug_EC50	4h	1.475135167439781	23.08192761739095	24.55706278483073	0.9476315098151488	0.44102091763911805	0.7856292926745794	NS	0.10478233198057745
PROT0233	Drug_EC50	4h	-5.398525873819985	35.34999338785807	29.951467514038086	-0.9752146465717885	0.43210694560741775	0.7856292926745794	NS	0.10478233198057745
PROT0234	Drug_EC50	4h	1.7214374542236328	24.091332117716473	25.812769571940105	1.027866833110837	0.4105858645428122	0.7856292926745794	NS	0.10478233198057745
PROT0235	Drug_EC50	4h	0.4742558797200509	23.817729949951172	24.291985829671223	1.8784465234609111	0.1336055877025357	0.7856292926745794	NS	0.10478233198057745
PROT0236	Drug_EC50	4h	3.6107826232910156	25.93382517496745	29.544607798258465	1.1165665398439946	0.38031855656876706	0.7856292926745794	NS	0.10478233198057745
PROT0237	Drug_EC50	4h	0.11470158894856652	19.392828623453777	19.507530212402344	0.8213065054193708	0.4726353420164668	0.7856292926745794	NS	0.10478233198057745
PROT0238	Drug_EC50	4h	-2.17566744486491	25.399242401123047	23.223574956258137	-0.9573670930414481	0.4393685858791076	0.7856292926745794	NS	0.10478233198057745
PROT0239	Drug_EC50	4h	-0.22623825073242188	31.173887888590496	30.947649637858074	-2.0670476331048904	0.13457529754696118	0.7856292926745794	NS	0.10478233198057745
PROT0240	Drug_EC50	4h	-3.4571863810221366	24.748218536376953	21.291032155354817	-1.8954159921244638	0.1933164878817118	0.7856292926745794	NS	0.10478233198057745
PROT0241	Drug_EC50	4h	0.14809481302896899	19.85102717081706	19.999121983846027	0.7473039176880181	0.5292745386930285	0.7964715578836137	NS	0.09882972830572227
PROT0242	Drug_EC50	4h	-0.2840239206949846	22.44866116841634	22.164637247721355	-0.14670866137414215	0.8913083368953937	0.9994847525761928	NS	0.00022382678101352953
PROT0243	Drug_EC50	4h	0.04781850179036695	29.352250417073567	29.400068918863933	0.5335754590184763	0.6383761079749589	0.8588982280187809	NS	0.06605829324483664
PROT0244	Drug_EC50	4h	-2.516376495361328	26.025646209716797	23.50926971435547	-0.9990010970047534	0.4213555738657977	0.7856292926745794	NS	0.10478233198057745
PROT0245	Drug_EC50	4h	-0.25701395670573035	22.571048736572266	22.314034779866535	-3.4918194543392485	0.03455932068483936	0.7856292926745794	NS	0.10478233198057745
PROT0246	Drug_EC50	4h	-0.18585713704426965	23.12515640258789	22.93929926554362	-0.6580836512929104	0.5719069508389341	0.8190575737041663	NS	0.08668556946887915
PROT0247	Drug_EC50	4h	1.1918570200602225	22.190885543823242	23.382742563883465	1.2845370243429637	0.3255916742831328	0.7856292926745794	NS	0.10478233198057745
PROT0248	Drug_EC50	4h	-0.0701421101888009	26.343265533447266	26.273123423258465	-0.6818547538206983	0.5378329011655034	0.8018380934260209	NS	0.09591331529460928
PROT0249	Drug_EC50	4h	-2.849026362101238	28.940550486246746	26.091524124145508	-0.916505858361828	0.45582378647908284	0.7856292926745794	NS	0.10478233198057745
PROT0250	Drug_EC50	4h	-3.17859713236491	28.1058832804362	24.92728614807129	-1.0265716468611539	0.41204519562158337	0.7856292926745794	NS	0.10478233198057745
PROT0251	Drug_EC50	4h	0.12509727478027344	24.501898447672527	24.6269957224528	0.05029437503809754	0.9623080844645354	0.9994847525761928	NS	0.00022382678101352953
